source,identifier,title,description
ACERT,CWE-1257,CWE-1257 (Improper Access Control Applied to Mirrored or Aliased Memory Regions) is present in a module,Aliased or mirrored memory regions in hardware designs may have inconsistent read/write permissions enforced by the hardware. A possible result is that an untrusted agent is blocked from accessing a memory region but is not blocked from accessing the corresponding aliased memory region.
ACERT,CWE-1258,CWE-1258 (Exposure of Sensitive System Information Due to Uncleared Debug Information) is present in a module,"The hardware does not fully clear security-sensitive values, such as keys and intermediate values in cryptographic operations, when debug mode is entered."
ACERT,CWE-1259,CWE-1259 (Improper Restriction of Security Token Assignment) is present in a module,"The System-On-A-Chip (SoC) implements a Security Token mechanism to differentiate what actions are allowed or disallowed when a transaction originates from an entity. However, the Security Tokens are improperly protected."
ACERT,CWE-1260,CWE-1260 (Improper Handling of Overlap Between Protected Memory Ranges) is present in a module,"The product allows address regions to overlap, which can result in the bypassing of intended memory protection."
ACERT,CWE-1261,CWE-1261 (Improper Handling of Single Event Upsets) is present in a module,The hardware logic does not effectively handle when single-event upsets (SEUs) occur.
ACERT,CWE-1262,CWE-1262 (Improper Access Control for Register Interface) is present in a module,"The product uses memory-mapped I/O registers that act as an interface to hardware functionality from software, but there is improper access control to those registers."
ACERT,CWE-1263,CWE-1263 (Improper Physical Access Control) is present in a module,"The product is designed with access restricted to certain information, but it does not sufficiently protect against an unauthorized actor with physical access to these areas."
ACERT,CWE-1264,CWE-1264 (Hardware Logic with Insecure De-Synchronization between Control and Data Channels) is present in a module,The hardware logic for error handling and security checks can incorrectly forward data before the security check is complete.
ACERT,CWE-1265,CWE-1265 (Unintended Reentrant Invocation of Non-reentrant Code Via Nested Calls) is present in a module,"During execution of non-reentrant code, the software performs a call that unintentionally produces a nested invocation of the non-reentrant code."
ACERT,CWE-1266,CWE-1266 (Improper Scrubbing of Sensitive Data from Decommissioned Device) is present in a module,"The product does not properly provide a capability for the product administrator to remove sensitive data at the time the product is decommissioned. A scrubbing capability could be missing, insufficient, or incorrect."
ACERT,CWE-1267,CWE-1267 (Policy Uses Obsolete Encoding) is present in a module,The product uses an obsolete encoding mechanism to implement access controls.
ACERT,CWE-1268,CWE-1268 (Policy Privileges are not Assigned Consistently Between Control and Data Agents) is present in a module,The product's hardware-enforced access control for a particular resource improperly accounts for privilege discrepancies between control and write policies.
ACERT,CWE-1269,CWE-1269 (Product Released in Non-Release Configuration) is present in a module,The product released to market is released in pre-production or manufacturing configuration.
ACERT,CWE-1270,CWE-1270 (Generation of Incorrect Security Tokens) is present in a module,"The product implements a Security Token mechanism to differentiate what actions are allowed or disallowed when a transaction originates from an entity. However, the Security Tokens generated in the system are incorrect."
ACERT,CWE-1271,CWE-1271 (Uninitialized Value on Reset for Registers Holding Security Settings) is present in a module,Security-critical logic is not set to a known value on reset.
ACERT,CWE-1272,CWE-1272 (Sensitive Information Uncleared Before Debug/Power State Transition) is present in a module,"The product performs a power or debug state transition, but it does not clear sensitive information that should no longer be accessible due to changes to information access restrictions."
